2026/1/7 16:37:31,CALL_START,-,-,test-room
2026/1/7 16:37:33,CALL_END,-,-,test-room
2026/1/7 16:37:33,DISCONNECT,H4E1T0wxn4B1qZr3AAAF,-,-
2026/1/7 16:37:33,DISCONNECT,7MTNsCic4l6fAao7AAAH,-,-
2026/1/7 16:37:33,CONNECT,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,-
2026/1/7 16:37:33,CONNECT,nhD6RTVQzogE2gX0AAAL,127.0.0.1,-
2026/1/7 16:38:54,JOIN,nhD6RTVQzogE2gX0AAAL,127.0.0.1,test-room
2026/1/7 16:38:57,PASSWORD_FAIL,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:07,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:07,CALL_START,-,-,test-room
2026/1/7 16:39:14,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:15,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:15,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:16,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:25,PASSWORD_FAIL,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:32,JOIN,L57G6XqTuvEZCFSrAAAJ,127.0.0.1,test-room
2026/1/7 16:39:34,CALL_END,-,-,test-room
2026/1/7 16:39:34,DISCONNECT,L57G6XqTuvEZCFSrAAAJ,-,-
2026/1/7 16:39:34,DISCONNECT,nhD6RTVQzogE2gX0AAAL,-,-
2026/1/7 16:39:34,CONNECT,0_Km-bhYKg6bgA2_AAAN,127.0.0.1,-
2026/1/7 16:39:34,CONNECT,3u32tNgAFxyY-jC1AAAP,127.0.0.1,-
2026/1/7 16:41:48,DISCONNECT,3u32tNgAFxyY-jC1AAAP,-,-
2026/1/7 16:41:48,CONNECT,9pfZo6_hkKvL3wNCAAAR,127.0.0.1,-
2026/1/7 16:41:49,DISCONNECT,0_Km-bhYKg6bgA2_AAAN,-,-
2026/1/7 16:41:49,CONNECT,CPl_J3MkYQtvMMx9AAAT,127.0.0.1,-
2026/1/7 16:41:51,JOIN,9pfZo6_hkKvL3wNCAAAR,127.0.0.1,test-room
2026/1/7 16:41:53,PASSWORD_FAIL,CPl_J3MkYQtvMMx9AAAT,127.0.0.1,test-room
2026/1/7 16:41:58,JOIN,CPl_J3MkYQtvMMx9AAAT,127.0.0.1,test-room
2026/1/7 16:41:58,CALL_START,-,-,test-room
2026/1/7 16:42:03,CALL_END,-,-,test-room
2026/1/7 16:42:03,DISCONNECT,CPl_J3MkYQtvMMx9AAAT,-,-
2026/1/7 16:42:03,DISCONNECT,9pfZo6_hkKvL3wNCAAAR,-,-
2026/1/7 16:42:03,CONNECT,2s4bFzt0jUtc1R3SAAAV,127.0.0.1,-
2026/1/7 16:42:03,CONNECT,Gwkd6WMieXp_wUdzAAAX,127.0.0.1,-
2026/1/7 16:43:19,DISCONNECT,Gwkd6WMieXp_wUdzAAAX,-,-
2026/1/7 16:43:19,CONNECT,LFJCcjNbUG8FGeUPAAAZ,127.0.0.1,-
2026/1/7 16:43:20,DISCONNECT,2s4bFzt0jUtc1R3SAAAV,-,-
2026/1/7 16:43:20,CONNECT,0ZGCIn-R87Ly-9EfAAAb,127.0.0.1,-
2026/1/7 16:43:25,JOIN,LFJCcjNbUG8FGeUPAAAZ,127.0.0.1,test-room
2026/1/7 16:43:27,PASSWORD_FAIL,0ZGCIn-R87Ly-9EfAAAb,127.0.0.1,test-room
2026/1/7 16:43:32,JOIN,0ZGCIn-R87Ly-9EfAAAb,127.0.0.1,test-room
2026/1/7 16:43:32,CALL_START,-,-,test-room
2026/1/7 16:43:34,CALL_END,-,-,test-room
2026/1/7 16:43:34,DISCONNECT,0ZGCIn-R87Ly-9EfAAAb,-,-
2026/1/7 16:43:34,DISCONNECT,LFJCcjNbUG8FGeUPAAAZ,-,-
2026/1/7 16:43:34,CONNECT,xWVqpApDx45yr4JJAAAd,127.0.0.1,-
2026/1/7 16:43:34,CONNECT,x5AVJlBCiHIKVQhsAAAf,127.0.0.1,-
2026/1/7 16:45:15,DISCONNECT,xWVqpApDx45yr4JJAAAd,-,-
2026/1/7 16:57:20,DISCONNECT,x5AVJlBCiHIKVQhsAAAf,-,-
2026/1/7 16:57:20,CONNECT,9HNfyvWYiTbTrzgEAAAh,127.0.0.1,-
2026/1/7 16:57:23,CONNECT,p660xa7FGe4F0c8lAAAj,127.0.0.1,-
2026/1/7 16:57:27,JOIN,p660xa7FGe4F0c8lAAAj,127.0.0.1,test-room
2026/1/7 16:57:30,JOIN,9HNfyvWYiTbTrzgEAAAh,127.0.0.1,test-room
2026/1/7 16:57:30,CALL_START,-,-,test-room
2026/1/7 16:58:36,CALL_END,-,-,test-room
2026/1/7 16:59:57,DISCONNECT,9HNfyvWYiTbTrzgEAAAh,-,-
2026/1/7 16:59:57,DISCONNECT,p660xa7FGe4F0c8lAAAj,-,-
2026/1/8 8:33:29,CONNECT,U50XindmJ692UJ0UAAAm,127.0.0.1,-
2026/1/8 8:33:29,CONNECT,_xf4XKeXRk9ApvCgAAAn,127.0.0.1,-
2026/1/8 8:33:29,CONNECT,brEgzFghPCn4mWeOAAAp,127.0.0.1,-
2026/1/8 8:33:29,CONNECT,Yu33pgpBRdEjpYliAAAr,127.0.0.1,-
2026/1/8 8:34:01,DISCONNECT,Yu33pgpBRdEjpYliAAAr,-,-
2026/1/8 8:34:01,CONNECT,T1bv6IfLpsIQpQgUAAAt,127.0.0.1,-
2026/1/8 8:34:04,DISCONNECT,brEgzFghPCn4mWeOAAAp,-,-
2026/1/8 8:34:04,CONNECT,WNOtuupqbw2LTJJBAAAv,127.0.0.1,-
2026/1/8 8:34:14,DISCONNECT,U50XindmJ692UJ0UAAAm,-,-
2026/1/8 8:34:14,DISCONNECT,_xf4XKeXRk9ApvCgAAAn,-,-
2026/1/8 8:34:18,DISCONNECT,WNOtuupqbw2LTJJBAAAv,-,-
2026/1/8 8:34:18,CONNECT,QP4pYPhYvQQTtBNdAAAx,127.0.0.1,-
2026/1/8 8:34:22,DISCONNECT,T1bv6IfLpsIQpQgUAAAt,-,-
2026/1/8 8:34:22,CONNECT,M1pIoQ1eFsNJljH8AAAz,127.0.0.1,-
2026/1/8 8:34:22,DISCONNECT,M1pIoQ1eFsNJljH8AAAz,-,-
2026/1/8 8:34:23,CONNECT,etNs0SrEffAIE18sAAA1,127.0.0.1,-
2026/1/8 8:36:32,DISCONNECT,etNs0SrEffAIE18sAAA1,-,-
2026/1/8 8:36:32,CONNECT,oaiQWguZ8sDpsQMRAAA3,127.0.0.1,-
2026/1/8 8:37:10,CONNECT,lcq81jBNCvTWZo1jAAA5,100.98.229.112,-
2026/1/8 8:37:11,DISCONNECT,lcq81jBNCvTWZo1jAAA5,-,-
2026/1/8 8:37:11,DISCONNECT,oaiQWguZ8sDpsQMRAAA3,-,-
2026/1/8 8:37:11,CONNECT,l8l-FCYf1WxsDSWYAAA7,100.98.229.112,-
2026/1/8 8:37:20,DISCONNECT,l8l-FCYf1WxsDSWYAAA7,-,-
2026/1/8 8:37:20,CONNECT,Y50DF7ceM1e-YHMNAAA9,100.98.229.112,-
2026/1/8 8:37:36,DISCONNECT,QP4pYPhYvQQTtBNdAAAx,-,-
2026/1/8 8:37:36,CONNECT,r1RmWoMJaMPb-O2XAAA_,100.98.229.112,-
2026/1/8 8:37:45,JOIN,r1RmWoMJaMPb-O2XAAA_,100.98.229.112,test-room
2026/1/8 8:37:50,JOIN,Y50DF7ceM1e-YHMNAAA9,100.98.229.112,test-room
2026/1/8 8:37:50,CALL_START,-,-,test-room
2026/1/8 8:39:29,CALL_END,-,-,test-room
2026/1/8 8:39:29,DISCONNECT,Y50DF7ceM1e-YHMNAAA9,-,-
2026/1/8 8:39:29,DISCONNECT,r1RmWoMJaMPb-O2XAAA_,-,-
2026/1/8 8:39:29,CONNECT,jJQBxvM9GeT1dUOLAABB,100.98.229.112,-
2026/1/8 8:39:29,CONNECT,rzACHBV8BuYeRJ5XAABD,100.98.229.112,-
2026/1/8 8:40:56,DISCONNECT,jJQBxvM9GeT1dUOLAABB,-,-
2026/1/8 8:40:56,CONNECT,4_dYjfYWf9AdXxXIAABF,127.0.0.1,-
2026/1/8 8:41:37,DISCONNECT,rzACHBV8BuYeRJ5XAABD,-,-
2026/1/8 8:41:46,DISCONNECT,4_dYjfYWf9AdXxXIAABF,-,-
2026/1/8 8:43:06,CONNECT,9jg0zipjZbGdfyysAABH,127.0.0.1,-
2026/1/8 8:43:15,DISCONNECT,9jg0zipjZbGdfyysAABH,-,-
2026/1/8 8:45:38,CONNECT,qOEWNLv_pybZkigRAABJ,127.0.0.1,-
2026/1/8 8:46:02,JOIN,qOEWNLv_pybZkigRAABJ,127.0.0.1,test-room
2026/1/8 8:47:02,PASSWORD_FAIL,qOEWNLv_pybZkigRAABJ,127.0.0.1,test-room
2026/1/8 8:47:06,DISCONNECT,qOEWNLv_pybZkigRAABJ,-,-
2026/1/8 8:47:06,CONNECT,62XNz21d4zpOPwPuAABL,127.0.0.1,-
2026/1/8 8:47:24,DISCONNECT,62XNz21d4zpOPwPuAABL,-,-
2026/1/8 8:47:24,CONNECT,PaJshvq5zhrqrnoiAABN,127.0.0.1,-
2026/1/8 8:47:39,JOIN,PaJshvq5zhrqrnoiAABN,127.0.0.1,test-room
2026/1/8 8:48:04,CONNECT,PwLDMoGtyMUbbnKgAABP,127.0.0.1,-
2026/1/8 8:48:12,JOIN,PwLDMoGtyMUbbnKgAABP,127.0.0.1,test-room
2026/1/8 8:48:12,CALL_START,-,-,test-room
2026/1/8 10:21:04,CONNECT,GNXNyBsmFEslir9pAAAC,127.0.0.1,-
2026/1/8 10:21:04,CONNECT,It4iGXk4sIBTmPg3AAAD,127.0.0.1,-
2026/1/8 10:21:11,DISCONNECT,GNXNyBsmFEslir9pAAAC,-,-
2026/1/8 10:21:11,DISCONNECT,It4iGXk4sIBTmPg3AAAD,-,-
2026/1/8 10:21:11,CONNECT,g97f4i56IDq1oY0nAAAF,127.0.0.1,-
2026/1/8 10:21:11,CONNECT,oksvaWj_negiIeoMAAAH,127.0.0.1,-
2026/1/8 10:21:12,DISCONNECT,oksvaWj_negiIeoMAAAH,-,-
2026/1/8 10:21:12,CONNECT,iBMckSPbXCoyciw4AAAJ,127.0.0.1,-
2026/1/8 10:21:20,JOIN,g97f4i56IDq1oY0nAAAF,127.0.0.1,test-room
2026/1/8 10:21:27,PASSWORD_FAIL,iBMckSPbXCoyciw4AAAJ,127.0.0.1,test-room
2026/1/8 10:21:44,JOIN,iBMckSPbXCoyciw4AAAJ,127.0.0.1,test-room
2026/1/8 10:21:44,CALL_START,-,-,test-room
2026/1/8 10:27:44,CONNECT,KUVFvn5GkrqrWOL4AAAC,127.0.0.1,-
2026/1/8 10:27:44,CONNECT,Q20u7KR1W6naMvigAAAD,127.0.0.1,-
2026/1/8 10:27:53,DISCONNECT,KUVFvn5GkrqrWOL4AAAC,-,-
2026/1/8 10:27:53,DISCONNECT,Q20u7KR1W6naMvigAAAD,-,-
2026/1/8 10:27:53,CONNECT,wKnYWsPlrvJafRAkAAAF,127.0.0.1,-
2026/1/8 10:27:53,CONNECT,_dE-DBnSA-91p3hcAAAH,127.0.0.1,-
2026/1/8 10:27:55,DISCONNECT,_dE-DBnSA-91p3hcAAAH,-,-
2026/1/8 10:27:55,CONNECT,u35XTVe6Q3DCYtKkAAAJ,127.0.0.1,-
2026/1/8 10:27:57,DISCONNECT,u35XTVe6Q3DCYtKkAAAJ,-,-
2026/1/8 10:27:57,CONNECT,3WEK0tsDF5y7EA0eAAAL,127.0.0.1,-
2026/1/8 10:28:02,JOIN,3WEK0tsDF5y7EA0eAAAL,127.0.0.1,test-room
2026/1/8 10:28:24,CONNECT,MV2p4QUom-kakl0mAAAN,100.127.57.72,-
2026/1/8 10:28:32,JOIN,MV2p4QUom-kakl0mAAAN,100.127.57.72,test-room
2026/1/8 10:28:32,CALL_START,-,-,test-room
2026/1/8 10:29:25,CALL_END,-,-,test-room
2026/1/8 10:29:25,DISCONNECT,MV2p4QUom-kakl0mAAAN,-,-
2026/1/8 10:29:26,CONNECT,14DcaPFpurpx5GHRAAAP,100.127.57.72,-
2026/1/8 10:29:36,JOIN,14DcaPFpurpx5GHRAAAP,100.127.57.72,test-room
2026/1/8 10:29:36,CALL_START,-,-,test-room
2026/1/8 10:29:40,CALL_END,-,-,test-room
2026/1/8 10:29:40,DISCONNECT,3WEK0tsDF5y7EA0eAAAL,-,-
2026/1/8 10:29:41,CONNECT,lpMKzwwBHNqCGH1eAAAR,127.0.0.1,-
2026/1/8 10:29:44,DISCONNECT,14DcaPFpurpx5GHRAAAP,-,-
2026/1/8 10:29:45,CONNECT,yXOE4DKoi3XC8fqAAAAT,100.127.57.72,-
2026/1/8 10:29:48,JOIN,yXOE4DKoi3XC8fqAAAAT,100.127.57.72,test-room
2026/1/8 10:29:52,JOIN,lpMKzwwBHNqCGH1eAAAR,127.0.0.1,test-room
2026/1/8 10:29:52,CALL_START,-,-,test-room
2026/1/8 10:31:12,CALL_END,-,-,test-room
2026/1/8 10:31:12,DISCONNECT,yXOE4DKoi3XC8fqAAAAT,-,-
2026/1/8 10:31:12,CONNECT,xkqYyZIiJ14eXgYOAAAV,100.127.57.72,-
2026/1/8 10:31:33,DISCONNECT,wKnYWsPlrvJafRAkAAAF,-,-
2026/1/8 10:31:41,DISCONNECT,lpMKzwwBHNqCGH1eAAAR,-,-
2026/1/8 10:32:31,JOIN,xkqYyZIiJ14eXgYOAAAV,100.127.57.72,test-room
2026/1/8 10:32:39,CONNECT,gV7cdWfzG0GXXnhQAAAX,127.0.0.1,-
2026/1/8 10:32:40,CONNECT,MrJ5SSIVXhn-HhKAAAAZ,127.0.0.1,-
2026/1/8 10:32:42,JOIN,gV7cdWfzG0GXXnhQAAAX,127.0.0.1,test-room
2026/1/8 10:32:42,CALL_START,-,-,test-room
2026/1/8 10:32:53,CALL_END,-,-,test-room
2026/1/8 10:32:53,DISCONNECT,xkqYyZIiJ14eXgYOAAAV,-,-
2026/1/8 10:32:53,CONNECT,X2Rot6cSUc4XRFCIAAAb,100.127.57.72,-
2026/1/8 10:33:12,JOIN,X2Rot6cSUc4XRFCIAAAb,100.127.57.72,test-room
2026/1/8 10:33:12,CALL_START,-,-,test-room
2026/1/8 10:33:15,CALL_END,-,-,test-room
2026/1/8 10:33:15,DISCONNECT,gV7cdWfzG0GXXnhQAAAX,-,-
2026/1/8 10:33:15,CONNECT,YOcg9cUbKPayhgbtAAAd,127.0.0.1,-
2026/1/8 10:33:18,JOIN,YOcg9cUbKPayhgbtAAAd,127.0.0.1,test-room
2026/1/8 10:33:18,CALL_START,-,-,test-room
2026/1/8 10:33:46,CALL_END,-,-,test-room
2026/1/8 10:33:46,DISCONNECT,X2Rot6cSUc4XRFCIAAAb,-,-
2026/1/8 10:33:46,CONNECT,OTj7s2FWhS-KPxCjAAAf,100.127.57.72,-
2026/1/8 10:34:25,DISCONNECT,MrJ5SSIVXhn-HhKAAAAZ,-,-
2026/1/8 10:34:25,DISCONNECT,YOcg9cUbKPayhgbtAAAd,-,-
2026/1/8 10:36:06,CONNECT,CPnl20QFsi_Ew2HlAAAh,127.0.0.1,-
2026/1/8 10:36:08,CONNECT,Fw4PBK-LXX6auJQxAAAj,127.0.0.1,-
2026/1/8 10:36:11,DISCONNECT,CPnl20QFsi_Ew2HlAAAh,-,-
2026/1/8 10:36:11,CONNECT,BHu_mAG-GGMQdvWiAAAl,127.0.0.1,-
2026/1/8 10:36:18,DISCONNECT,OTj7s2FWhS-KPxCjAAAf,-,-
2026/1/8 10:36:18,CONNECT,UvJ9DgZaPqHBm9PLAAAn,100.127.57.72,-
2026/1/8 10:36:28,JOIN,UvJ9DgZaPqHBm9PLAAAn,100.127.57.72,test-room
2026/1/8 10:36:32,JOIN,BHu_mAG-GGMQdvWiAAAl,127.0.0.1,test-room
2026/1/8 10:36:32,CALL_START,-,-,test-room
2026/1/8 10:36:49,CALL_END,-,-,test-room
2026/1/8 10:36:49,DISCONNECT,BHu_mAG-GGMQdvWiAAAl,-,-
2026/1/8 10:36:49,CONNECT,-n1z9FL71UQRFz3IAAAp,127.0.0.1,-
2026/1/8 10:36:54,DISCONNECT,UvJ9DgZaPqHBm9PLAAAn,-,-
2026/1/8 10:36:55,CONNECT,Idxo86WKDv5kW6ReAAAr,100.127.57.72,-
2026/1/8 10:37:00,JOIN,Idxo86WKDv5kW6ReAAAr,100.127.57.72,test-room
2026/1/8 10:37:03,JOIN,-n1z9FL71UQRFz3IAAAp,127.0.0.1,test-room
2026/1/8 10:37:03,CALL_START,-,-,test-room
2026/1/8 10:37:47,CALL_END,-,-,test-room
2026/1/8 10:37:47,DISCONNECT,Idxo86WKDv5kW6ReAAAr,-,-
2026/1/8 10:37:48,CONNECT,JxiW10R5YAYGkZE0AAAt,100.127.57.72,-
2026/1/8 10:37:55,CONNECT,cayhLordd3al72cQAAAB,100.127.57.72,-
2026/1/8 10:38:00,DISCONNECT,cayhLordd3al72cQAAAB,-,-
2026/1/8 10:38:01,CONNECT,u3YfS2djyM03ddASAAAD,100.127.57.72,-
2026/1/8 10:38:10,JOIN,u3YfS2djyM03ddASAAAD,100.127.57.72,test-room
2026/1/8 10:38:12,CONNECT,y2ZLyHxMuEoiDk57AAAF,127.0.0.1,-
2026/1/8 10:38:13,CONNECT,sSryOgab2bYKh1rNAAAH,127.0.0.1,-
2026/1/8 10:38:15,JOIN,y2ZLyHxMuEoiDk57AAAF,127.0.0.1,test-room
2026/1/8 10:38:15,CALL_START,-,-,test-room
2026/1/8 10:38:41,CALL_END,-,-,test-room
2026/1/8 10:38:41,DISCONNECT,u3YfS2djyM03ddASAAAD,-,-
2026/1/8 10:38:41,CONNECT,7CsP08kLS6gZ6UXDAAAJ,100.127.57.72,-
2026/1/8 10:38:49,DISCONNECT,y2ZLyHxMuEoiDk57AAAF,-,-
2026/1/8 10:38:49,CONNECT,KZPhfJ4-LAOQQaC7AAAL,127.0.0.1,-
2026/1/8 10:43:36,CONNECT,HWj4DpbMAKuPwD0WAAAB,127.0.0.1,-
2026/1/8 10:43:36,CONNECT,nYGUMcYkWkSt0UJAAAAD,127.0.0.1,-
2026/1/8 10:43:37,CONNECT,1zyrqN2YFQS7-10BAAAF,100.127.57.72,-
2026/1/8 10:43:41,DISCONNECT,1zyrqN2YFQS7-10BAAAF,-,-
2026/1/8 10:43:42,CONNECT,05_LVPGEOPPbXalWAAAH,100.127.57.72,-
2026/1/8 10:43:58,JOIN,05_LVPGEOPPbXalWAAAH,100.127.57.72,test-room
2026/1/8 10:44:00,DISCONNECT,HWj4DpbMAKuPwD0WAAAB,-,-
2026/1/8 10:44:00,CONNECT,qe160mGWTNphEPEbAAAJ,127.0.0.1,-
2026/1/8 10:44:04,JOIN,qe160mGWTNphEPEbAAAJ,127.0.0.1,test-room
2026/1/8 10:44:05,CALL_START,-,-,test-room
2026/1/8 10:45:06,CALL_END,-,-,test-room
2026/1/8 10:45:06,DISCONNECT,05_LVPGEOPPbXalWAAAH,-,-
2026/1/8 10:45:06,CONNECT,qDxJt3qaIjUDhtTvAAAL,100.127.57.72,-
2026/1/8 10:45:35,DISCONNECT,qe160mGWTNphEPEbAAAJ,-,-
2026/1/8 10:45:36,DISCONNECT,nYGUMcYkWkSt0UJAAAAD,-,-
2026/1/8 10:45:52,CONNECT,OTPLMyVvyaWxXqyvAAAN,127.0.0.1,-
2026/1/8 10:45:53,CONNECT,Qx5H5dqafNYrcBZ0AAAP,127.0.0.1,-
2026/1/8 10:46:01,DISCONNECT,Qx5H5dqafNYrcBZ0AAAP,-,-
2026/1/8 10:46:43,CONNECT,lUuhC0jaa_cjw27oAAAB,127.0.0.1,-
2026/1/8 10:46:45,CONNECT,7VdNLZ3v1LMjHOFfAAAD,100.127.57.72,-
2026/1/8 10:46:53,DISCONNECT,7VdNLZ3v1LMjHOFfAAAD,-,-
2026/1/8 10:46:54,CONNECT,axEXO1yb5tZKyt0HAAAF,100.127.57.72,-
2026/1/8 10:47:01,JOIN,axEXO1yb5tZKyt0HAAAF,100.127.57.72,test-room
2026/1/8 10:47:05,JOIN,lUuhC0jaa_cjw27oAAAB,127.0.0.1,test-room
2026/1/8 10:47:05,CALL_START,-,-,test-room
2026/1/8 10:48:28,CALL_END,-,-,test-room
2026/1/8 10:48:28,DISCONNECT,lUuhC0jaa_cjw27oAAAB,-,-
2026/1/8 10:48:28,CONNECT,1lV_Zpbql_8eLllCAAAH,127.0.0.1,-
2026/1/8 10:48:33,DISCONNECT,axEXO1yb5tZKyt0HAAAF,-,-
2026/1/8 10:48:33,CONNECT,sOYZaKdT4B7BwlFWAAAJ,100.127.57.72,-
2026/1/8 10:48:56,DISCONNECT,sOYZaKdT4B7BwlFWAAAJ,-,-
2026/1/8 11:00:49,CONNECT,sSfnslHPvUtnglYcAAAL,100.127.57.72,-
2026/1/8 11:00:52,DISCONNECT,sSfnslHPvUtnglYcAAAL,-,-
2026/1/8 11:25:02,CONNECT,GUDYksvs6pJBOLT-AAAB,127.0.0.1,-
2026/1/8 11:25:11,DISCONNECT,GUDYksvs6pJBOLT-AAAB,-,-
2026/1/8 11:25:11,CONNECT,L1AMWYiahMUSzR_KAAAD,127.0.0.1,-
2026/1/8 11:25:17,CONNECT,RTv4k5_eZI5wAWeAAAAF,100.127.57.72,-
2026/1/8 11:25:23,DISCONNECT,RTv4k5_eZI5wAWeAAAAF,-,-
